01,00,0,0001
01,00,1,0002
01,01,0,0003
01,01,1,0004
01,02,0,0005
01,02,1,0006
01,03,0,0007
01,03,1,0008
01,04,0,0009
01,04,1,000A
01,05,0,000B
01,05,1,000C
01,06,0,000D
01,06,1,000E
01,07,0,000F
01,07,1,0010
01,08,0,0011
01,08,1,0012
01,09,0,0013
01,09,1,0014
01,0A,0,0015
01,0A,1,0016
01,0B,0,0017
01,0B,1,0018
01,0C,0,0019
01,0C,1,001A
01,0D,0,001B
01,0D,1,001C
01,0E,0,001D
01,0E,1,001E
01,0F,0,001F
01,0F,1,0020
01,10,0,0021
01,10,1,0022
01,11,0,0023
01,11,1,0024
01,12,0,0025
01,12,1,0026
01,13,0,0027
01,13,1,0028
01,14,0,0029
01,14,1,002A
01,15,0,002B
01,15,1,002C
01,16,0,002D
01,16,1,002E
01,17,0,002F
01,17,1,0030
01,18,0,0031
01,18,1,0032
01,19,0,0033
01,19,1,0034
01,1A,0,0035
01,1A,1,0036
01,1B,0,0037
01,1B,1,0038
01,1C,0,0039
01,1C,1,003A
02,00,0,003B
02,00,1,003C
02,01,0,003D
02,01,1,003E
02,02,0,003F
02,02,1,0040
02,03,0,0041
02,03,1,0042
02,04,0,0043
02,04,1,0044
02,05,0,0045
02,05,1,0046
02,06,0,0047
02,06,1,0048
02,07,0,0049
02,07,1,004A
02,08,0,004B
02,08,1,004C
02,09,0,004D
02,09,1,004E
02,0A,0,004F
02,0A,1,0050
02,0B,0,0051
02,0B,1,0052
02,0C,0,0053
02,0C,1,0054
02,0D,0,0055
02,0D,1,0056
02,0E,0,0057
02,0E,1,0058
02,0F,0,0059
02,0F,1,005A
02,10,0,005B
02,10,1,005C
02,11,0,005D
02,11,1,005E
02,12,0,005F
02,12,1,0060
02,13,0,0061
02,13,1,0062
02,14,0,0063
02,14,1,0064
02,15,0,0065
02,15,1,0066
02,16,0,0067
02,16,1,0068
02,17,0,0069
02,17,1,006A
02,18,0,006B
02,18,1,006C
02,19,0,006D
02,19,1,006E
02,1A,0,006F
02,1A,1,0070
02,1B,0,0071
02,1B,1,0072
02,1C,0,0073
02,1C,1,0074
03,00,0,0075
03,00,1,0076
03,01,0,0077
03,01,1,0078
03,02,0,0079
03,02,1,007A
03,03,0,007B
03,03,1,007C
03,04,0,007D
03,04,1,007E
03,05,0,007F
03,05,1,0080
03,06,0,0081
03,06,1,0082
03,07,0,0083
03,07,1,0084
03,08,0,0085
03,08,1,0086
03,09,0,0087
03,09,1,0088
03,0A,0,0089
03,0A,1,008A
03,0B,0,008B
03,0B,1,008C
03,0C,0,008D
03,0C,1,008E
03,0D,0,008F
03,0D,1,0090
03,0E,0,0091
03,0E,1,0092
03,0F,0,0093
03,0F,1,0094
03,10,0,0095
03,10,1,0096
03,11,0,0097
03,11,1,0098
03,12,0,0099
03,12,1,009A
03,13,0,009B
03,13,1,009C
