40,24,23,26
40,25,23,27
40,26,23,28
40,27,24,0
40,28,24,1
40,29,24,2
40,30,24,3
40,31,24,4
41,0,23,18
41,1,23,19
41,2,23,20
41,3,23,21
41,4,23,22
41,5,23,23
41,6,23,24
41,7,23,25
41,8,23,26
41,9,23,27
41,10,23,28
41,11,24,0
41,12,24,1
41,13,24,2
41,14,24,3
41,15,24,4
41,16,24,5
41,17,24,6
41,18,24,7
41,19,24,8
41,20,24,9
41,21,24,10
41,22,24,11
41,23,24,12
41,24,24,13
41,25,24,14
41,26,24,15
41,27,24,16
41,28,24,17
41,29,24,18
41,30,24,19
41,31,24,20
42,0,24,5
42,1,24,6
42,2,24,7
42,3,24,8
42,4,24,9
42,5,24,10
42,6,24,11
42,7,24,12
42,8,24,13
42,9,24,14
42,10,24,15
42,11,24,16
42,12,24,17
42,13,24,18
42,14,24,19
42,15,24,20
42,16,24,21
42,17,24,22
42,18,24,23
42,19,24,24
42,20,24,25
42,21,24,26
42,22,24,27
42,23,24,28
42,24,25,0
42,25,25,1
42,26,25,2
42,27,25,3
42,28,25,4
42,29,25,5
42,30,25,6
42,31,25,7
43,0,24,21
43,1,24,22
43,2,24,23
43,3,24,24
43,4,24,25
43,5,24,26
43,6,24,27
43,7,24,28
43,8,25,0
43,9,25,1
43,10,25,2
43,11,25,3
43,12,25,4
43,13,25,5
43,14,25,6
43,15,25,7
43,16,25,8
43,17,25,9
43,18,25,10
43,19,25,11
43,20,25,12
43,21,25,13
43,22,25,14
43,23,25,15
43,24,25,16
43,25,25,17
43,26,25,18
43,27,25,19
43,28,25,20
43,29,25,21
43,30,25,22
43,31,25,23
44,0,25,8
44,1,25,9
44,2,25,10
44,3,25,11
44,4,25,12
44,5,25,13
44,6,25,14
44,7,25,15
44,8,25,16
44,9,25,17
44,10,25,18
44,11,25,19
44,12,25,20
44,13,25,21
44,14,25,22
44,15,25,23
44,16,25,24
44,17,25,25
44,18,25,26
44,19,25,27
44,20,25,28
44,21,26,0
44,22,26,1
44,23,26,2
44,24,26,3
44,25,26,4
44,26,26,5
44,27,26,6
44,28,26,7
44,29,26,8
44,30,26,9
44,31,26,10
45,0,25,24
45,1,25,25
45,2,25,26
45,3,25,27
45,4,25,28
45,5,26,0
45,6,26,1
45,7,26,2
45,8,26,3
45,9,26,4
45,10,26,5
45,11,26,6
45,12,26,7
45,13,26,8
45,14,26,9
45,15,26,10
45,16,26,11
45,17,26,12
45,18,26,13
45,19,26,14
45,20,26,15
45,21,26,16
45,22,26,17
45,23,26,18
45,24,26,19
45,25,26,20
45,26,26,21
45,27,26,22
45,28,26,23
45,29,26,24
45,30,26,25
45,31,26,26
46,0,26,11
46,1,26,12
46,2,26,13
46,3,26,14
46,4,26,15
46,5,26,16
46,6,26,17
46,7,26,18
46,8,26,19
46,9,26,20
46,10,26,21
46,11,26,22
46,12,26,23
46,13,26,24
46,14,26,25
46,15,26,26
46,16,26,27
46,17,26,28
46,18,27,0
46,19,27,1
46,20,27,2
46,21,27,3
46,22,27,4
46,23,27,5
46,24,27,6
46,25,27,7
46,26,27,8
46,27,27,9
46,28,27,10
46,29,27,11
46,30,27,12
46,31,27,13
47,0,26,27
47,1,26,28
47,2,27,0
47,3,27,1
47,4,27,2
47,5,27,3
47,6,27,4
47,7,27,5
47,8,27,6
47,9,27,7
47,10,27,8
47,11,27,9
47,12,27,10
47,13,27,11
47,14,27,12
47,15,27,13
47,16,27,14
47,17,27,15
47,18,27,16
47,19,27,17
47,20,27,18
47,21,27,19
47,22,27,20
47,23,27,21
47,24,27,22
47,25,27,23
47,26,27,24
47,27,27,25
47,28,27,26
47,29,27,27
47,30,27,28
47,31,28,0
48,0,27,14
48,1,27,15
48,2,27,16
48,3,27,17
48,4,27,18
48,5,27,19
48,6,27,20
48,7,27,21
48,8,27,22
48,9,27,23
48,10,27,24
48,11,27,25
48,12,27,26
48,13,27,27
48,14,27,28
48,15,28,0
48,16,28,1
48,17,28,2
48,18,28,3
48,19,28,4
48,20,28,5
48,21,28,6
48,22,28,7
48,23,28,8
48,24,28,9
48,25,28,10
48,26,28,11
48,27,28,12
48,28,28,13
48,29,28,14
48,30,28,15
48,31,28,16
49,0,28,1
49,1,28,2
49,2,28,3
49,3,28,4
49,4,28,5
49,5,28,6
49,6,28,7
49,7,28,8
49,8,28,9
49,9,28,10
49,10,28,11
49,11,28,12
49,12,28,13
49,13,28,14
49,14,28,15
49,15,28,16
49,16,28,17
49,17,28,18
49,18,28,19
49,19,28,20
49,20,28,21
49,21,28,22
49,22,28,23
49,23,28,24
49,24,28,25
49,25,28,26
49,26,28,27
49,27,28,28
49,28,29,0
49,29,29,1
49,30,29,2
49,31,29,3
50,0,28,17
50,1,28,18
50,2,28,19
50,3,28,20
50,4,28,21
50,5,28,22
50,6,28,23
50,7,28,24
50,8,28,25
50,9,28,26
50,10,28,27
50,11,28,28
50,12,29,0
50,13,29,1
50,14,29,2
50,15,29,3
50,16,29,4
50,17,29,5
50,18,29,6
50,19,29,7
50,20,29,8
50,21,29,9
50,22,29,10
50,23,29,11
50,24,29,12
50,25,29,13
50,26,29,14
50,27,29,15
50,28,29,16
50,29,29,17
50,30,29,18
50,31,29,19
51,0,29,4
51,1,29,5
51,2,29,6
51,3,29,7
51,4,29,8
51,5,29,9
51,6,29,10
51,7,29,11
51,8,29,12
51,9,29,13
51,10,29,14
51,11,29,15
51,12,29,16
51,13,29,17
51,14,29,18
51,15,29,19
51,16,29,20
51,17,29,21
51,18,29,22
51,19,29,23
51,20,29,24
51,21,29,25
51,22,29,26
51,23,29,27
51,24,29,28
51,25,30,0
51,26,30,1
51,27,30,2
51,28,30,3
51,29,30,4
51,30,30,5
51,31,30,6
52,0,29,20
52,1,29,21
52,2,29,22
52,3,29,23
52,4,29,24
52,5,29,25
52,6,29,26
52,7,29,27
52,8,29,28
52,9,30,0
52,10,30,1
52,11,30,2
52,12,30,3
52,13,30,4
52,14,30,5
52,15,30,6
52,16,30,7
52,17,30,8
52,18,30,9
52,19,30,10
52,20,30,11
52,21,30,12
52,22,30,13
52,23,30,14
52,24,30,15
52,25,30,16
52,26,30,17
52,27,30,18
52,28,30,19
52,29,30,20
52,30,30,21
52,31,30,22
53,0,30,7
53,1,30,8
53,2,30,9
53,3,30,10
53,4,30,11
53,5,30,12
53,6,30,13
53,7,30,14
53,8,30,15
53,9,30,16
53,10,30,17
53,11,30,18
53,12,30,19
53,13,30,20
53,14,30,21
53,15,30,22
53,16,30,23
53,17,30,24
53,18,30,25
53,19,30,26
53,20,30,27
53,21,30,28
53,22,31,0
53,23,31,1
53,24,31,2
53,25,31,3
53,26,31,4
53,27,31,5
53,28,31,6
53,29,31,7
53,30,31,8
53,31,31,9
54,0,30,23
54,1,30,24
54,2,30,25
54,3,30,26
54,4,30,27
54,5,30,28
54,6,31,0
54,7,31,1
54,8,31,2
54,9,31,3
54,10,31,4
54,11,31,5
54,12,31,6
54,13,31,7
54,14,31,8
54,15,31,9
54,16,31,10
54,17,31,11
54,18,31,12
54,19,31,13
54,20,31,14
